trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
169,False,"{'a': 0.5, 'e': 0.9843863882130894}",25,4,0.6699756433968673,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.9842015545756202}",20,0,-88.49517041701391,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9840156420476477}",20,0,-139.0959223142238,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9838286508329708}",20,0,-127.74666124420285,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9836405811365708}",20,5,-116.80727595356369,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 2}",1
174,False,"{'a': 0.5, 'e': 0.9834514331646116}",20,0,-108.77184043816489,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9832612071244388}",25,0,-123.39499774150232,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9830699032245799}",20,0,-224.4018775827162,"{0: 6, 1: 4, 2: 5, 3: 2, 4: 3}",0
177,False,"{'a': 0.5, 'e': 0.9828775216747437}",35,0,-129.1576959649878,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.982684062685821}",30,0,-115.37323412478489,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9824895264698829}",20,0,-82.16777016102476,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.9822939132401819}",20,0,-144.56096788919595,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.9820972232111509}",30,0,-314.64248896703566,"{0: 10, 1: 6, 2: 7, 3: 3, 4: 4}",0
